W1_ideo5,text,created_at,status_id,annotation_html,annotation_instruction,annotation_response,annotation_flagged
5,RT @KurtSchlichter: Why are my tax dollars going to a institution that attacks people on the basis of the color of their skin? https://t.co…,2020-07-15T18:00:22Z,1283461418444927e3,<div style='padding: 10px; margin: 10px;'><p>RT @KurtSchlichter: Why are my tax dollars going to a institution that attacks people on the basis of the color of their skin? https://t.co…</p><p style='font-size: 10px;'>2020-07-15 18:00:22</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,"RT @capeandcowell: It still blows my mind that people tried to ruin the life of a man for wearing the wrong media outlet T-shirt, and tried…",2020-06-16T16:05:06Z,1272923165002363e3,"<div style='padding: 10px; margin: 10px;'><p>RT @capeandcowell: It still blows my mind that people tried to ruin the life of a man for wearing the wrong media outlet T-shirt, and tried…</p><p style='font-size: 10px;'>2020-06-16 16:05:06</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
5,@BTVDude @KSchroeder_312 @Jillie_Alexis The COP is a political post,2020-06-16T12:32:08Z,1272869568474734600,<div style='padding: 10px; margin: 10px;'><p>@BTVDude @KSchroeder_312 @Jillie_Alexis The COP is a political post</p><p style='font-size: 10px;'>2020-06-16 12:32:08</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,"RT @MattWalshBlog: Biden just came out in defense of Antifa, a group that has burned, looted, and murdered all across the country. The ""deb…",2020-09-30T02:13:51Z,1311127087940538400,"<div style='padding: 10px; margin: 10px;'><p>RT @MattWalshBlog: Biden just came out in defense of Antifa, a group that has burned, looted, and murdered all across the country. The ""deb…</p><p style='font-size: 10px;'>2020-09-30 02:13:51</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
5,"RT @Jim_Jordan: Democrats:

Won’t condemn the mob, but blame Republicans for the chaos in liberal cities.

Won’t stop the violence, but ref…",2020-09-09T16:23:23Z,1303730732573929500,"<div style='padding: 10px; margin: 10px;'><p>RT @Jim_Jordan: Democrats:

Won’t condemn the mob, but blame Republicans for the chaos in liberal cities.

Won’t stop the violence, but ref…</p><p style='font-size: 10px;'>2020-09-09 16:23:23</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
5,"RT @KamVTV: White Democrats get real racist once black conservatives come around. 

Pretty sickening.",2020-09-18T17:50:36Z,1307014172819873800,"<div style='padding: 10px; margin: 10px;'><p>RT @KamVTV: White Democrats get real racist once black conservatives come around. 

Pretty sickening.</p><p style='font-size: 10px;'>2020-09-18 17:50:36</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
5,"RT @ksorbs: Hey California, if you’re enforcing reparations from white people to black people, should we also do Egyptians and Muslims to J…",2020-10-11T08:38:08Z,1315210060860014600,"<div style='padding: 10px; margin: 10px;'><p>RT @ksorbs: Hey California, if you’re enforcing reparations from white people to black people, should we also do Egyptians and Muslims to J…</p><p style='font-size: 10px;'>2020-10-11 08:38:08</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
5,"RT @ChrisLoesch: ""I can assure you, someone breaks into my home, I'm gonna shoot them and I'm gonna shoot them a lot. I'm gonna shoot them…",2020-06-02T18:23:40Z,1267884603563315200,"<div style='padding: 10px; margin: 10px;'><p>RT @ChrisLoesch: ""I can assure you, someone breaks into my home, I'm gonna shoot them and I'm gonna shoot them a lot. I'm gonna shoot them…</p><p style='font-size: 10px;'>2020-06-02 18:23:40</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
5,Wow. Why won't the courts see these facts as evidence. WTF!!!!! We The People will not be silenced. https://t.co/tn4q4T8l00,2020-12-13T13:55:03Z,1338120250123018200,<div style='padding: 10px; margin: 10px;'><p>Wow. Why won't the courts see these facts as evidence. WTF!!!!! We The People will not be silenced. https://t.co/tn4q4T8l00</p><p style='font-size: 10px;'>2020-12-13 13:55:03</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,"RT @rondeaulivia: I’m sorry but referring to someone as a “POC” is mad corny. 

Actually I’m not sorry. How is that better/different then s…",2020-11-02T19:54:41Z,1323352854132748300,"<div style='padding: 10px; margin: 10px;'><p>RT @rondeaulivia: I’m sorry but referring to someone as a “POC” is mad corny. 

Actually I’m not sorry. How is that better/different then s…</p><p style='font-size: 10px;'>2020-11-02 19:54:41</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
5,RT @Mr_Yancy: I refuse to play that republican or Democrat game. Look how white liberals &amp; white conservatives play the race card when recr…,2020-05-23T17:15:45Z,1264243634112610300,<div style='padding: 10px; margin: 10px;'><p>RT @Mr_Yancy: I refuse to play that republican or Democrat game. Look how white liberals &amp; white conservatives play the race card when recr…</p><p style='font-size: 10px;'>2020-05-23 17:15:45</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,"RT @HotepJesus: ""ANTIFA is an idea, not an organization""

Meanwhile, here's the organized delivery of supplies: https://t.co/wabyw20GjZ",2020-09-30T12:41:55Z,1311285145970905e3,"<div style='padding: 10px; margin: 10px;'><p>RT @HotepJesus: ""ANTIFA is an idea, not an organization""

Meanwhile, here's the organized delivery of supplies: https://t.co/wabyw20GjZ</p><p style='font-size: 10px;'>2020-09-30 12:41:55</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
5,RT @MrAndyNgo: There are people posting this around the city in Portland. https://t.co/ozFdvl56qn,2020-02-17T20:00:44Z,1229495919604879400,<div style='padding: 10px; margin: 10px;'><p>RT @MrAndyNgo: There are people posting this around the city in Portland. https://t.co/ozFdvl56qn</p><p style='font-size: 10px;'>2020-02-17 20:00:44</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,RT @ChrisLoesch: They canceled the COPS TV show. The show that definitively demonstrated that there is no such thing as “white superiority”…,2020-06-10T19:43:38Z,1270803830398021600,<div style='padding: 10px; margin: 10px;'><p>RT @ChrisLoesch: They canceled the COPS TV show. The show that definitively demonstrated that there is no such thing as “white superiority”…</p><p style='font-size: 10px;'>2020-06-10 19:43:38</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,"RT @ElijahSchaffer: Antifa and BLM have broken into Seattle city hall

Despite their mayor @MayorJenny being beyond progressive 

They are…",2020-06-10T12:06:33Z,1270688804517695500,"<div style='padding: 10px; margin: 10px;'><p>RT @ElijahSchaffer: Antifa and BLM have broken into Seattle city hall

Despite their mayor @MayorJenny being beyond progressive 

They are…</p><p style='font-size: 10px;'>2020-06-10 12:06:33</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
5,RT @neontaster: Apparently George Soros told Biden to break a leg and he mistook it for an order.,2020-11-30T19:55:35Z,1333499941738721300,<div style='padding: 10px; margin: 10px;'><p>RT @neontaster: Apparently George Soros told Biden to break a leg and he mistook it for an order.</p><p style='font-size: 10px;'>2020-11-30 19:55:35</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,"RT @Duke_Lucas_: There's people that want black people in this country to constantly live in fear of this ""boogeyman"" called ""white suprema…",2020-10-01T18:45:47Z,1311739099955392500,"<div style='padding: 10px; margin: 10px;'><p>RT @Duke_Lucas_: There's people that want black people in this country to constantly live in fear of this ""boogeyman"" called ""white suprema…</p><p style='font-size: 10px;'>2020-10-01 18:45:47</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
5,"RT @MrAndyNgo: @nypost The Cuomo family is very thuggish despite having white color, high paying mainstream jobs.",2020-09-03T02:45:47Z,1301350649188225e3,"<div style='padding: 10px; margin: 10px;'><p>RT @MrAndyNgo: @nypost The Cuomo family is very thuggish despite having white color, high paying mainstream jobs.</p><p style='font-size: 10px;'>2020-09-03 02:45:47</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
5,@MrGuyGaming ...and a nice cage underneath for your books...,2020-01-15T14:17:46Z,1217450809769652200,<div style='padding: 10px; margin: 10px;'><p>@MrGuyGaming ...and a nice cage underneath for your books...</p><p style='font-size: 10px;'>2020-01-15 14:17:46</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,RT @RealCandaceO: If you believe grown men in make-up and dresses presenting Drag Queen storytime to small children is acceptable but black…,2020-07-13T16:53:57Z,1282719928772989e3,<div style='padding: 10px; margin: 10px;'><p>RT @RealCandaceO: If you believe grown men in make-up and dresses presenting Drag Queen storytime to small children is acceptable but black…</p><p style='font-size: 10px;'>2020-07-13 16:53:57</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,RT @12ryman12: The Murderer if these 3 young men had 230 felony’s against him at 26 yrs old.  How does this happen in our country &amp; where i…,2020-07-22T19:08:02Z,1286015162172899300,<div style='padding: 10px; margin: 10px;'><p>RT @12ryman12: The Murderer if these 3 young men had 230 felony’s against him at 26 yrs old.  How does this happen in our country &amp; where i…</p><p style='font-size: 10px;'>2020-07-22 19:08:02</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,@RealCurtisWard D'Angelo to Minnesota what did he do to deserve that.,2020-02-06T20:06:54Z,1225511203176407e3,<div style='padding: 10px; margin: 10px;'><p>@RealCurtisWard D'Angelo to Minnesota what did he do to deserve that.</p><p style='font-size: 10px;'>2020-02-06 20:06:54</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,#PresidentialDebate2020 Biden hates cops.,2020-10-23T02:00:19Z,1319458600931217400,<div style='padding: 10px; margin: 10px;'><p>#PresidentialDebate2020 Biden hates cops.</p><p style='font-size: 10px;'>2020-10-23 02:00:19</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,"RT @AriFleischer: “I have not seen any clear evidence that white supremacists or militiamen are masking up and going out to burn and loot,”…",2020-06-02T12:03:43Z,1267788985922916400,"<div style='padding: 10px; margin: 10px;'><p>RT @AriFleischer: “I have not seen any clear evidence that white supremacists or militiamen are masking up and going out to burn and loot,”…</p><p style='font-size: 10px;'>2020-06-02 12:03:43</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
5,Auburn has not showed up sickening,2020-10-04T00:49:43Z,1312555464291426300,<div style='padding: 10px; margin: 10px;'><p>Auburn has not showed up sickening</p><p style='font-size: 10px;'>2020-10-04 00:49:43</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,RT @EricMMatheny: There are no physically attractive people in Antifa. None. Not one. Plenty of amorphous blobs with dyed hair and human sc…,2020-11-24T22:38:36Z,1331366638277443600,<div style='padding: 10px; margin: 10px;'><p>RT @EricMMatheny: There are no physically attractive people in Antifa. None. Not one. Plenty of amorphous blobs with dyed hair and human sc…</p><p style='font-size: 10px;'>2020-11-24 22:38:36</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,"RT @JackPosobiec: Reminder than Antifa are the children of privilege, not the working class",2020-03-02T05:40:42Z,1234352915260690400,"<div style='padding: 10px; margin: 10px;'><p>RT @JackPosobiec: Reminder than Antifa are the children of privilege, not the working class</p><p style='font-size: 10px;'>2020-03-02 05:40:42</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
5,RT @JackPosobiec: Never underestimate the amount of hate the left has for conservative white women,2020-09-22T16:15:16Z,1308439733522100200,<div style='padding: 10px; margin: 10px;'><p>RT @JackPosobiec: Never underestimate the amount of hate the left has for conservative white women</p><p style='font-size: 10px;'>2020-09-22 16:15:16</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,@nlorensensports They arent even trying,2020-07-12T04:50:48Z,1282175554494636e3,<div style='padding: 10px; margin: 10px;'><p>@nlorensensports They arent even trying</p><p style='font-size: 10px;'>2020-07-12 04:50:48</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,RT @RichardGrenell: Why is @NBCNightlyNews silent on this violence?,2020-11-15T03:39:35Z,1327818501558591500,<div style='padding: 10px; margin: 10px;'><p>RT @RichardGrenell: Why is @NBCNightlyNews silent on this violence?</p><p style='font-size: 10px;'>2020-11-15 03:39:35</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
5,"RT @OBgynFl: I Blame::

1) The media for overhyping this. Hoping it would hurt Trump

2) Academics (imperial college) for not being good at…",2020-03-20T21:52:30Z,1241120455181901800,"<div style='padding: 10px; margin: 10px;'><p>RT @OBgynFl: I Blame::

1) The media for overhyping this. Hoping it would hurt Trump

2) Academics (imperial college) for not being good at…</p><p style='font-size: 10px;'>2020-03-20 21:52:30</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
5,"RT @capeandcowell: So, leaving the many other crimes aside-he sexually assaulted a woman. She called the cops and they already had a warran…",2020-08-29T16:58:50Z,1299753388582682600,"<div style='padding: 10px; margin: 10px;'><p>RT @capeandcowell: So, leaving the many other crimes aside-he sexually assaulted a woman. She called the cops and they already had a warran…</p><p style='font-size: 10px;'>2020-08-29 16:58:50</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
5,"RT @BernardKerik: So a white guy shoots and kills a black cop - father of three - and there isn’t a word from #BlackLivesMatter, the @NBA,…",2020-09-02T12:00:07Z,1301127766172106800,"<div style='padding: 10px; margin: 10px;'><p>RT @BernardKerik: So a white guy shoots and kills a black cop - father of three - and there isn’t a word from #BlackLivesMatter, the @NBA,…</p><p style='font-size: 10px;'>2020-09-02 12:00:07</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
